run_id,comparison,comparison_family,metric,difference,ci_low,ci_high,bootstrap_p_value,block_length,resamples,dm_statistic,dm_p_value,dm_hac_lags,bootstrap_p_value_holm,dm_p_value_holm,significant_dm_holm_0_05
20260827T043457543402Z,M04_minus_M03_weather_calendar,component_and_placebo_tests,mse,-2.541526806341277,-6.695448698938763,0.9400680257235333,0.1871625674865027,168,5000,-1.3046441123381334,0.19201406007861715,168,1.0,1.0,False
20260827T043457543402Z,M04_minus_M03_weather_calendar,component_and_placebo_tests,mae,-0.0847321052235478,-0.23035023561499637,0.08140931898369616,0.28154369126174766,168,5000,-1.0584024122879432,0.28987202014687874,168,1.0,1.0,False
20260827T043457543402Z,M07_minus_M04_cosine_retrieval,component_and_placebo_tests,mse,-1.071151118243756,-2.280298120234889,-0.041207779428746594,0.0597880423915217,168,5000,-1.8435557170056818,0.0652479146793432,168,1.0,1.0,False
20260827T043457543402Z,M07_minus_M04_cosine_retrieval,component_and_placebo_tests,mae,-0.07572072884194088,-0.1324722403660166,-0.02612433801781202,0.007798440311937612,168,5000,-2.7264413989283796,0.006402131973831889,168,0.2027594481103779,0.16645543131962912,False
20260827T043457543402Z,M08_minus_M07_event_conditioning,component_and_placebo_tests,mse,0.15066369019329995,-0.4465646506415512,0.7887108402568248,0.6354729054189162,168,5000,0.48422650791494937,0.6282251262986027,168,1.0,1.0,False
20260827T043457543402Z,M08_minus_M07_event_conditioning,component_and_placebo_tests,mae,-0.02087269900391903,-0.05619482895715268,0.011465648063773991,0.22195560887822435,168,5000,-1.2032056913548905,0.22889673304016755,168,1.0,1.0,False
20260827T043457543402Z,M09_minus_M08_drift_features,component_and_placebo_tests,mse,0.10749901998784003,-0.3864162783245711,0.5023948809745624,0.6328734253149371,168,5000,0.47157180103758173,0.6372324584480961,168,1.0,1.0,False
20260827T043457543402Z,M09_minus_M08_drift_features,component_and_placebo_tests,mae,0.011932784785342411,-0.008793090650948132,0.030763237587098015,0.23595280943811237,168,5000,1.1782428427325315,0.23869980713406458,168,1.0,1.0,False
20260827T043457543402Z,M09_minus_A00_events,component_and_placebo_tests,mse,0.34356311563262076,-0.28453780080174657,1.151765813595289,0.36112777444511096,168,5000,0.9441490603393745,0.3450934817958512,168,1.0,1.0,False
20260827T043457543402Z,M09_minus_A00_events,component_and_placebo_tests,mae,-0.0027870417973859516,-0.028411590072520677,0.023018433651848972,0.8300339932013597,168,5000,-0.21493993891441954,0.8298141457834893,168,1.0,1.0,False
20260827T043457543402Z,M09_minus_M04_full,component_and_placebo_tests,mse,-0.8129884066789337,-2.1310799225848815,0.47295953735354695,0.20975804839032194,168,5000,-1.2234573236588413,0.22115701359013767,168,1.0,1.0,False
20260827T043457543402Z,M09_minus_M04_full,component_and_placebo_tests,mae,-0.08466064293331248,-0.16034777290553745,-0.014263267305333992,0.023195360927814438,168,5000,-2.260199628944274,0.023808863887909558,168,0.4871025794841032,0.4999861416461007,False
20260827T043457543402Z,A01_minus_M04_random_control,component_and_placebo_tests,mse,-0.04992149640633593,-0.731169446489655,0.6396567889028014,0.8848230353929214,168,5000,-0.14355293486594017,0.8858535081310029,168,1.0,1.0,False
20260827T043457543402Z,A01_minus_M04_random_control,component_and_placebo_tests,mae,-0.011041536969624887,-0.04037323832865249,0.01787680416446193,0.4523095380923815,168,5000,-0.7415168778766404,0.4583801020787099,168,1.0,1.0,False
20260827T043457543402Z,M09_minus_A01_random_control,component_and_placebo_tests,mse,-0.7630669085474467,-2.1679313430847182,0.7307141297762212,0.27294541091781643,168,5000,-1.050980909679641,0.29326735775871127,168,1.0,1.0,False
20260827T043457543402Z,M09_minus_A01_random_control,component_and_placebo_tests,mae,-0.0736191061030074,-0.1445022112005933,-0.008674802975098261,0.033593281343731254,168,5000,-2.0857029727248424,0.03700553700329151,168,0.5710857828434314,0.6290941290559557,False
20260827T043457543402Z,C04_minus_M04_raw_event_features,component_and_placebo_tests,mse,-0.5867323948062729,-1.1720328865875582,-0.15627135479621382,0.026194761047790442,168,5000,-2.2694775736352457,0.02323929949970167,168,0.707258548290342,0.6274610864919451,False
20260827T043457543402Z,C04_minus_M04_raw_event_features,component_and_placebo_tests,mae,-0.037695269969097646,-0.06382204353506478,-0.013002635616213521,0.0061987602479504095,168,5000,-2.8985458190391165,0.00374897526832498,168,0.16736652669466107,0.10122233224477446,False
